URL,Source,Primary intent,Title (code default),H1,Canonical,Decision
/pre-calculus-11-tutor-burnaby,seoPage,Pre-Calculus,Pre-Calculus 11 Tutor in Burnaby | BC Curriculum Help,Pre-Calculus 11 Tutor in Burnaby,https://www.drshreyankeducare.com/pre-calculus-11-tutor-burnaby,Keep
/pre-calculus-12-tutor-burnaby,seoPage,Pre-Calculus,Pre-Calculus 12 Tutor in Burnaby | Exam-Ready Help,Pre-Calculus 12 Tutor in Burnaby,https://www.drshreyankeducare.com/pre-calculus-12-tutor-burnaby,Keep
/pre-calculus-12-tutor-vancouver,seoPage,Pre-Calculus,Pre-Calculus 12 Tutor in Vancouver | Exam-Ready Help,Pre-Calculus 12 Tutor in Vancouver,https://www.drshreyankeducare.com/pre-calculus-12-tutor-vancouver,Keep
/calculus-12-tutor-burnaby,seoPage,Calculus,"Calculus 12 Tutor in Burnaby | Limits, Derivatives & More",Calculus 12 Tutor in Burnaby,https://www.drshreyankeducare.com/calculus-12-tutor-burnaby,Keep
/calculus-12-tutor-vancouver,seoPage,Calculus,"Calculus 12 Tutor in Vancouver | Limits, Derivatives & More",Calculus 12 Tutor in Vancouver,https://www.drshreyankeducare.com/calculus-12-tutor-vancouver,Keep
/chemistry-11-tutor-burnaby,seoPage,Chemistry,Chemistry 11 Tutor in Burnaby | BC Curriculum Help,Chemistry 11 Tutor in Burnaby,https://www.drshreyankeducare.com/chemistry-11-tutor-burnaby,Keep
/chemistry-12-tutor-burnaby,seoPage,Chemistry,Chemistry 12 Tutor in Burnaby | Exam-Ready Help,Chemistry 12 Tutor in Burnaby,https://www.drshreyankeducare.com/chemistry-12-tutor-burnaby,Keep
/physics-11-tutor-burnaby,seoPage,Physics,Physics 11 Tutor in Burnaby | Kinematics & Forces,Physics 11 Tutor in Burnaby,https://www.drshreyankeducare.com/physics-11-tutor-burnaby,Keep
/physics-12-tutor-burnaby,seoPage,Physics,Physics 12 Tutor in Burnaby | Exam-Ready Help,Physics 12 Tutor in Burnaby,https://www.drshreyankeducare.com/physics-12-tutor-burnaby,Keep
/ap-calculus-tutor-burnaby,seoPage,IB/AP,AP Calculus Tutor in Burnaby | AB & BC Exam Prep,AP Calculus Tutor in Burnaby,https://www.drshreyankeducare.com/ap-calculus-tutor-burnaby,Keep
/ap-calculus-tutor-vancouver,seoPage,IB/AP,AP Calculus Tutor in Vancouver | AB & BC Exam Prep,AP Calculus Tutor in Vancouver,https://www.drshreyankeducare.com/ap-calculus-tutor-vancouver,Keep
/ib-math-tutor-burnaby,seoPage,IB/AP,"IB Math Tutor in Burnaby | AA & AI, SL & HL",IB Math Tutor in Burnaby,https://www.drshreyankeducare.com/ib-math-tutor-burnaby,Keep
/ib-math-tutor-vancouver,seoPage,IB/AP,"IB Math Tutor in Vancouver | AA & AI, SL & HL",IB Math Tutor in Vancouver,https://www.drshreyankeducare.com/ib-math-tutor-vancouver,Keep
/ib-math-hl-tutor-vancouver,seoPage,IB/AP,IB Math HL Tutor in Vancouver | AA HL Specialist Help,IB Math HL Tutor in Vancouver,https://www.drshreyankeducare.com/ib-math-hl-tutor-vancouver,Keep
/pre-calculus-12-final-exam-review,seoPage,Exam Prep,Pre-Calculus 12 Final Exam Review | Burnaby & Vancouver,Pre-Calculus 12 Final Exam Review,https://www.drshreyankeducare.com/pre-calculus-12-final-exam-review,Keep
/chemistry-12-final-exam-review,seoPage,Exam Prep,Chemistry 12 Final Exam Review | Burnaby & Vancouver,Chemistry 12 Final Exam Review,https://www.drshreyankeducare.com/chemistry-12-final-exam-review,Keep
/physics-12-final-exam-review,seoPage,Exam Prep,Physics 12 Final Exam Review | Burnaby & Vancouver,Physics 12 Final Exam Review,https://www.drshreyankeducare.com/physics-12-final-exam-review,Keep
/final-exam-review-tutoring-burnaby,seoPage,Exam Prep,Final Exam Review Tutoring in Burnaby | Math & Science,Final Exam Review Tutoring in Burnaby,https://www.drshreyankeducare.com/final-exam-review-tutoring-burnaby,Keep
/tutoring-burnaby,seoPage,Core Local,"Tutoring in Burnaby | Math, Science & Coding | 5★ Rated","Tutoring in Burnaby — Math, Science & More",https://www.drshreyankeducare.com/tutoring-burnaby,Keep
/tutoring-vancouver,seoPage,Core Local,"Tutoring in Vancouver | Math, Science & Coding | 5★ Rated",Tutoring in Vancouver,https://www.drshreyankeducare.com/tutoring-vancouver,Keep
/science-tutoring-vancouver,seoPage,Core Local,"Science Tutoring in Vancouver | Physics, Chemistry & Biology",Science Tutoring in Vancouver,https://www.drshreyankeducare.com/science-tutoring-vancouver,Keep
/stem-tutoring-burnaby,seoPage,Core Local,"STEM Tutoring in Burnaby | Math, Science & Coding",STEM Tutoring in Burnaby,https://www.drshreyankeducare.com/stem-tutoring-burnaby,Keep
/math-tutor-near-me,seoPage,Near Me,Math Tutor Near Me | Burnaby & Vancouver | 5★ Rated,Math Tutor Near Me — Burnaby & Vancouver,https://www.drshreyankeducare.com/math-tutor-near-me,Keep
/exam-prep-tutor-vancouver,seoPage,Exam Prep,Exam Prep Tutor in Vancouver | Math & Science,Exam Prep Tutor in Vancouver,https://www.drshreyankeducare.com/exam-prep-tutor-vancouver,Keep
/ap-calculus-exam-prep-vancouver,seoPage,Exam Prep,AP Calculus Exam Prep in Vancouver | AB & BC,AP Calculus Exam Prep in Vancouver,https://www.drshreyankeducare.com/ap-calculus-exam-prep-vancouver,Keep
/ib-math-exam-preparation-vancouver,seoPage,Exam Prep,IB Math Exam Preparation in Vancouver | AA & AI,IB Math Exam Preparation in Vancouver,https://www.drshreyankeducare.com/ib-math-exam-preparation-vancouver,Keep
/crash-course-pre-calculus-12,seoPage,Exam Prep,Crash Course Pre-Calculus 12 | Intensive Exam Prep,Pre-Calculus 12 Crash Course,https://www.drshreyankeducare.com/crash-course-pre-calculus-12,Keep
/test-prep-tutor-burnaby,seoPage,Exam Prep,"Test Prep Tutor in Burnaby | Exams, Provincials & More",Test Prep Tutor in Burnaby,https://www.drshreyankeducare.com/test-prep-tutor-burnaby,Keep
/summer-math-tutoring-burnaby,seoPage,Seasonal,Summer Math Tutoring in Burnaby | Get Ahead for Fall,Summer Math Tutoring in Burnaby,https://www.drshreyankeducare.com/summer-math-tutoring-burnaby,Keep
/summer-tutoring-burnaby,seoPage,Seasonal,"Summer Tutoring in Burnaby | Math, Science & Coding",Summer Tutoring in Burnaby,https://www.drshreyankeducare.com/summer-tutoring-burnaby,Keep
/summer-pre-calculus-course-burnaby,seoPage,Seasonal,Summer Pre-Calculus Course in Burnaby | Get Exam-Ready,Summer Pre-Calculus Course in Burnaby,https://www.drshreyankeducare.com/summer-pre-calculus-course-burnaby,Keep
/biology-11-tutor-burnaby,seoPage,Biology,Biology 11 Tutor in Burnaby | BC Curriculum Help,Biology 11 Tutor in Burnaby,https://www.drshreyankeducare.com/biology-11-tutor-burnaby,Keep
/biology-12-tutor-burnaby,seoPage,Biology,Biology 12 Tutor in Burnaby | Anatomy & Physiology,Biology 12 Tutor in Burnaby,https://www.drshreyankeducare.com/biology-12-tutor-burnaby,Keep
/foundations-of-math-11-tutor-burnaby,seoPage,BC Curriculum,Foundations of Math 11 Tutor in Burnaby | BC Curriculum,Foundations of Math 11 Tutor in Burnaby,https://www.drshreyankeducare.com/foundations-of-math-11-tutor-burnaby,Keep
/workplace-math-tutor-burnaby,seoPage,BC Curriculum,Workplace Math Tutor in Burnaby | BC Curriculum Help,Workplace Math Tutor in Burnaby,https://www.drshreyankeducare.com/workplace-math-tutor-burnaby,Keep
/best-chemistry-tutor-burnaby,seoPage,Best/Top,"Best Chemistry Tutor in Burnaby | PhD-Led, 5★ Rated",Best Chemistry Tutor in Burnaby,https://www.drshreyankeducare.com/best-chemistry-tutor-burnaby,Keep
/best-physics-tutor-burnaby,seoPage,Best/Top,"Best Physics Tutor in Burnaby | PhD-Led, 5★ Rated",Best Physics Tutor in Burnaby,https://www.drshreyankeducare.com/best-physics-tutor-burnaby,Keep
/best-ib-math-tutor-burnaby,seoPage,Best/Top,"Best IB Math Tutor in Burnaby | AA & AI, SL & HL",Best IB Math Tutor in Burnaby,https://www.drshreyankeducare.com/best-ib-math-tutor-burnaby,Keep
/top-math-tutor-vancouver,seoPage,Best/Top,"Top Math Tutor in Vancouver | PhD-Led, 5★ Rated",Top Math Tutor in Vancouver,https://www.drshreyankeducare.com/top-math-tutor-vancouver,Keep
/top-chemistry-tutor-vancouver,seoPage,Best/Top,"Top Chemistry Tutor in Vancouver | PhD-Led, 5★ Rated",Top Chemistry Tutor in Vancouver,https://www.drshreyankeducare.com/top-chemistry-tutor-vancouver,Keep
/top-physics-tutor-vancouver,seoPage,Best/Top,"Top Physics Tutor in Vancouver | PhD-Led, 5★ Rated",Top Physics Tutor in Vancouver,https://www.drshreyankeducare.com/top-physics-tutor-vancouver,Keep
/ap-chemistry-tutor-vancouver,seoPage,IB/AP,AP Chemistry Tutor in Vancouver | Exam Prep,AP Chemistry Tutor in Vancouver,https://www.drshreyankeducare.com/ap-chemistry-tutor-vancouver,Keep
/ap-chemistry-tutor-burnaby,seoPage,IB/AP,AP Chemistry Tutor in Burnaby | Exam Prep,AP Chemistry Tutor in Burnaby,https://www.drshreyankeducare.com/ap-chemistry-tutor-burnaby,Keep
/ap-physics-tutor-vancouver,seoPage,IB/AP,"AP Physics Tutor in Vancouver | 1, 2 & C Exam Prep",AP Physics Tutor in Vancouver,https://www.drshreyankeducare.com/ap-physics-tutor-vancouver,Keep
/ap-physics-tutor-burnaby,seoPage,IB/AP,"AP Physics Tutor in Burnaby | 1, 2 & C Exam Prep",AP Physics Tutor in Burnaby,https://www.drshreyankeducare.com/ap-physics-tutor-burnaby,Keep
/ap-tutor-vancouver,seoPage,IB/AP,"AP Tutor in Vancouver | Calculus, Physics, Chemistry & More",AP Tutor in Vancouver,https://www.drshreyankeducare.com/ap-tutor-vancouver,Keep
/ib-chemistry-tutor-vancouver,seoPage,IB/AP,IB Chemistry Tutor in Vancouver | SL & HL,IB Chemistry Tutor in Vancouver,https://www.drshreyankeducare.com/ib-chemistry-tutor-vancouver,Keep
/ib-physics-tutor-vancouver,seoPage,IB/AP,IB Physics Tutor in Vancouver | SL & HL,IB Physics Tutor in Vancouver,https://www.drshreyankeducare.com/ib-physics-tutor-vancouver,Keep
/ib-math-sl-tutor-vancouver,seoPage,IB/AP,IB Math SL Tutor in Vancouver | AA & AI SL,IB Math SL Tutor in Vancouver,https://www.drshreyankeducare.com/ib-math-sl-tutor-vancouver,Keep
/ib-tutor-vancouver,seoPage,IB/AP,"IB Tutor in Vancouver | Math, Physics & Chemistry",IB Tutor in Vancouver,https://www.drshreyankeducare.com/ib-tutor-vancouver,Keep
/ib-tutor-burnaby,seoPage,IB/AP,"IB Tutor in Burnaby | Math, Physics & Chemistry","IB Tutor in Burnaby — Math, Physics & Chemistry",https://www.drshreyankeducare.com/ib-tutor-burnaby,Keep
/university-math-tutor-vancouver,seoPage,University,University Math Tutor in Vancouver | Calculus & Algebra,University Math Tutor in Vancouver,https://www.drshreyankeducare.com/university-math-tutor-vancouver,Keep
/university-calculus-tutor-vancouver,seoPage,University,"University Calculus Tutor in Vancouver | UBC, SFU & More",University Calculus Tutor in Vancouver,https://www.drshreyankeducare.com/university-calculus-tutor-vancouver,Keep
/university-physics-tutor-vancouver,seoPage,University,University Physics Tutor in Vancouver | UBC & Langara,University Physics Tutor in Vancouver,https://www.drshreyankeducare.com/university-physics-tutor-vancouver,Keep
/calculus-1-tutor-online,seoPage,University,Calculus 1 Tutor Online | University Calculus Help,Calculus 1 Tutor Online,https://www.drshreyankeducare.com/calculus-1-tutor-online,Keep
/calculus-2-tutor-online,seoPage,University,Calculus 2 Tutor Online | Integration & Series Help,Calculus 2 Tutor Online,https://www.drshreyankeducare.com/calculus-2-tutor-online,Keep
/linear-algebra-tutor-online-canada,seoPage,University,Linear Algebra Tutor Online Canada | University Help,Linear Algebra Tutor Online (Canada),https://www.drshreyankeducare.com/linear-algebra-tutor-online-canada,Keep
/differential-equations-tutor-online-canada,seoPage,University,Differential Equations Tutor Online Canada | ODE Help,Differential Equations Tutor Online (Canada),https://www.drshreyankeducare.com/differential-equations-tutor-online-canada,Keep
/engineering-statics-tutor,seoPage,University,Engineering Statics Tutor Online | University Help,Engineering Statics Tutor,https://www.drshreyankeducare.com/engineering-statics-tutor,Keep
/engineering-dynamics-tutor,seoPage,University,Engineering Dynamics Tutor Online | University Help,Engineering Dynamics Tutor,https://www.drshreyankeducare.com/engineering-dynamics-tutor,Keep
/first-year-engineering-tutor,seoPage,University,First-Year Engineering Tutor Online | Math & Physics,First-Year Engineering Tutor,https://www.drshreyankeducare.com/first-year-engineering-tutor,Keep
/physics-1-tutor-online,seoPage,University,Physics 1 Tutor Online | University Mechanics Help,Physics 1 Tutor Online,https://www.drshreyankeducare.com/physics-1-tutor-online,Keep
/online-math-tutor-canada,seoPage,Online Canada,Online Math Tutor Canada | Grades 6–12 & University,Online Math Tutor (Canada),https://www.drshreyankeducare.com/online-math-tutor-canada,Keep
/online-high-school-math-tutor-bc,seoPage,Online Canada,Online High School Math Tutor BC | BC Curriculum,Online High School Math Tutor (BC),https://www.drshreyankeducare.com/online-high-school-math-tutor-bc,Keep
/online-ib-math-tutor-canada,seoPage,Online Canada,"Online IB Math Tutor Canada | AA & AI, SL & HL",Online IB Math Tutor (Canada),https://www.drshreyankeducare.com/online-ib-math-tutor-canada,Keep
/online-chemistry-tutor-canada,seoPage,Online Canada,Online Chemistry Tutor Canada | High School & University,Online Chemistry Tutor (Canada),https://www.drshreyankeducare.com/online-chemistry-tutor-canada,Keep
/online-physics-tutor-canada,seoPage,Online Canada,Online Physics Tutor Canada | High School & University,Online Physics Tutor (Canada),https://www.drshreyankeducare.com/online-physics-tutor-canada,Keep
/online-pre-calculus-tutor-canada,seoPage,Online Canada,Online Pre-Calculus Tutor Canada | 11 & 12 Help,Online Pre-Calculus Tutor (Canada),https://www.drshreyankeducare.com/online-pre-calculus-tutor-canada,Keep
/online-ap-calculus-tutor-canada,seoPage,Online Canada,Online AP Calculus Tutor Canada | AB & BC Exam Prep,Online AP Calculus Tutor (Canada),https://www.drshreyankeducare.com/online-ap-calculus-tutor-canada,Keep
/coding-tutor-burnaby,seoPage,Coding,"Coding Tutor in Burnaby | Python, Java & More for Teens",Coding Tutor in Burnaby,https://www.drshreyankeducare.com/coding-tutor-burnaby,Keep
/python-tutor-burnaby,seoPage,Coding,Python Tutor in Burnaby | High School & Beginners,Python Tutor in Burnaby,https://www.drshreyankeducare.com/python-tutor-burnaby,Keep
/python-tutor-vancouver,seoPage,Coding,Python Tutor in Vancouver | University & Data Science,Python Tutor in Vancouver,https://www.drshreyankeducare.com/python-tutor-vancouver,Keep
/computer-science-tutor-vancouver,seoPage,Coding,Computer Science Tutor in Vancouver | CS & Programming,Computer Science Tutor in Vancouver,https://www.drshreyankeducare.com/computer-science-tutor-vancouver,Keep
/ap-computer-science-tutor-vancouver,seoPage,Coding,AP Computer Science Tutor in Vancouver | A & Principles,AP Computer Science Tutor in Vancouver,https://www.drshreyankeducare.com/ap-computer-science-tutor-vancouver,Keep
/math-word-problems-tutor,seoPage,Problem Solving,Math Word Problems Tutor | Turn Confusion into Method,Math Word Problems Tutor,https://www.drshreyankeducare.com/math-word-problems-tutor,Keep
/math-word-problem-help,seoPage,Problem Solving,Math Word Problem Help | Step-by-Step Strategies,Math Word Problem Help,https://www.drshreyankeducare.com/math-word-problem-help,Keep
/problem-solving-tutor-vancouver,seoPage,Problem Solving,Problem-Solving Tutor in Vancouver | Math & Science,Problem-Solving Tutor in Vancouver,https://www.drshreyankeducare.com/problem-solving-tutor-vancouver,Keep
/physics-problem-solving-tutor,seoPage,Problem Solving,Physics Problem-Solving Tutor | Method That Works,Physics Problem-Solving Tutor,https://www.drshreyankeducare.com/physics-problem-solving-tutor,Keep
/pre-calculus-word-problems-help,seoPage,Problem Solving,Pre-Calculus Word Problems Help | Application Questions,Pre-Calculus Word Problems Help,https://www.drshreyankeducare.com/pre-calculus-word-problems-help,Keep
/my-child-is-failing-math-what-should-i-do,seoPage,Parent Pain,My Child Is Failing Math — What Should I Do?,My Child Is Failing Math — What Should I Do?,https://www.drshreyankeducare.com/my-child-is-failing-math-what-should-i-do,Keep
/math-anxiety-help-for-students,seoPage,Parent Pain,Math Anxiety Help for Students | Rebuild Confidence,Math Anxiety Help for Students,https://www.drshreyankeducare.com/math-anxiety-help-for-students,Keep
/how-to-choose-a-math-tutor-in-burnaby,seoPage,Parent Pain,How to Choose a Math Tutor in Burnaby | Parent's Guide,How to Choose a Math Tutor in Burnaby,https://www.drshreyankeducare.com/how-to-choose-a-math-tutor-in-burnaby,Keep
/child-struggling-with-math-burnaby,seoPage,Parent Pain,Child Struggling With Math in Burnaby? Here's Help,Is Your Child Struggling With Math? (Burnaby),https://www.drshreyankeducare.com/child-struggling-with-math-burnaby,Keep
/grade-11-math-tutor-burnaby,seoPage,Grade-Level,Grade 11 Math Tutor in Burnaby | Pre-Calc & Foundations,Grade 11 Math Tutor in Burnaby,https://www.drshreyankeducare.com/grade-11-math-tutor-burnaby,Keep
/grade-12-math-tutor-burnaby,seoPage,Grade-Level,Grade 12 Math Tutor in Burnaby | Pre-Calc & Calculus,Grade 12 Math Tutor in Burnaby,https://www.drshreyankeducare.com/grade-12-math-tutor-burnaby,Keep
/physics-11-tutor-vancouver,seoPage,Physics,Physics 11 Tutor in Vancouver | PhD-Led Help,Physics 11 Tutor in Vancouver,https://www.drshreyankeducare.com/physics-11-tutor-vancouver,Keep
/physics-12-tutor-vancouver,seoPage,Physics,Physics 12 Tutor in Vancouver | Exam & UBC Prep,Physics 12 Tutor in Vancouver,https://www.drshreyankeducare.com/physics-12-tutor-vancouver,Keep
/chemistry-11-tutor-vancouver,seoPage,Chemistry,Chemistry 11 Tutor in Vancouver | Moles Made Clear,Chemistry 11 Tutor in Vancouver,https://www.drshreyankeducare.com/chemistry-11-tutor-vancouver,Keep
/chemistry-12-tutor-vancouver,seoPage,Chemistry,Chemistry 12 Tutor in Vancouver | Equilibrium Help,Chemistry 12 Tutor in Vancouver,https://www.drshreyankeducare.com/chemistry-12-tutor-vancouver,Keep
/biology-11-tutor-vancouver,seoPage,Biology,Biology 11 Tutor in Vancouver | Beyond Memorising,Biology 11 Tutor in Vancouver,https://www.drshreyankeducare.com/biology-11-tutor-vancouver,Keep
/biology-12-tutor-vancouver,seoPage,Biology,Biology 12 Tutor in Vancouver | Physiology Help,Biology 12 Tutor in Vancouver,https://www.drshreyankeducare.com/biology-12-tutor-vancouver,Keep
/french-classes-surrey,seoPage,Languages,"French Classes in Surrey | Kids, Teens & Adults",French Classes in Surrey,https://www.drshreyankeducare.com/french-classes-surrey,Keep
/french-tutor-surrey,seoPage,Languages,French Tutor in Surrey | One-on-One Lessons,French Tutor in Surrey,https://www.drshreyankeducare.com/french-tutor-surrey,Keep
/french-immersion-tutor-surrey,seoPage,Languages,French Immersion Tutor in Surrey | All Grades,French Immersion Tutor in Surrey,https://www.drshreyankeducare.com/french-immersion-tutor-surrey,Keep
/french-classes-burnaby,seoPage,Languages,French Classes in Burnaby | In Person or Online,French Classes in Burnaby,https://www.drshreyankeducare.com/french-classes-burnaby,Keep
/french-tutor-vancouver,seoPage,Languages,French Tutor in Vancouver | Students & Adults,French Tutor in Vancouver,https://www.drshreyankeducare.com/french-tutor-vancouver,Keep
/,static/program,Homepage / brand,(CMS/route default),,https://www.drshreyankeducare.com/,Keep
/about,static/program,Brand/trust,(CMS/route default),,https://www.drshreyankeducare.com/about,Keep
/contact,static/program,Conversion,(CMS/route default),,https://www.drshreyankeducare.com/contact,Keep
/pricing,static/program,Informational (pricing),(CMS/route default),,https://www.drshreyankeducare.com/pricing,Keep
/locations,static/program,Local hub,(CMS/route default),,https://www.drshreyankeducare.com/locations,Keep
/services,static/program,Services hub,(CMS/route default),,https://www.drshreyankeducare.com/services,Keep
/resources,static/program,Informational hub,(CMS/route default),,https://www.drshreyankeducare.com/resources,Keep
/blog,static/program,Content hub,(CMS/route default),,https://www.drshreyankeducare.com/blog,Keep
/book,static/program,Conversion,(CMS/route default),,https://www.drshreyankeducare.com/book,Keep
/programs,static/program,Programs hub,(CMS/route default),,https://www.drshreyankeducare.com/programs,Keep
/programs/mathematics,static/program,Subject hub — math,(CMS/route default),,https://www.drshreyankeducare.com/programs/mathematics,Keep
/programs/chemistry,static/program,Subject hub — chemistry,(CMS/route default),,https://www.drshreyankeducare.com/programs/chemistry,Keep
/programs/physics,static/program,Subject hub — physics,(CMS/route default),,https://www.drshreyankeducare.com/programs/physics,Keep (primary)
